鳥|鳥の巣; 野鳥|`tori` no `su`; `ya``chou`|bird's nest; wild bird|tori:鳥の巣;chou:野鳥
哀|哀れ; 可哀想; 悲哀|`awa`re; `ka``wai``sou`; `hi``ai`|pitiable, pathetic, miserable; poor, pitiable; sorrow, grief, sadness|awa:哀れ;wai:可哀想;ai:悲哀
統|統べる; 大統領; 統計; 正統; 伝統; 統一; 統制; 系統; 統治; 統合; 統率|`su`beru; `dai``tou``ryou`; `tou``kei`; `sei``tou`; `den``tou`; `tou``itsu`; `tou``sei`; `kei``tou`; `tou``chi`; `tou``gou`; `tou``sotsu`|to rule over, to command, to control; president; statistics; orthodox; tradition, convention; unity, consolidation; regulation, control; system, lineage, group, family, party, school (of thought); suru: to rule, reign, govern; unity; suru: to command, lead|su:統べる;tou:大統領,統計,正統,伝統,統一,統制,系統,統治,統合,統率
伝|伝統; 宣伝; 伝染; 伝承|`den``tou`; `sen``den`; `den``sen`; `den``shou`|tradition, convention; publicity, advertising, propoganda, promotion; contagion, infection; folklore, handing down (information)|den:伝統,宣伝,伝染,伝承
系|系統; 日系人|`kei``tou`; `nik``kei``jin`|system, lineage, group, family, party, school (of thought); persno of japanese descent|kei:系統,日系人
保|保つ; 保健; 保守; 保守党; 保育; 保育園; 学童保育; 保留; 保証; 保障; 社会保障; 確保|`tamo`tsu; `ho``ken`; `ho``shu`; `ho``shu``tou`; `ho``iku`; `ho``iku``en`; `gaku``dou``ho``iku`; `ho``ryuu`; `ho``shou`; `ho``shou`; `sha``kai``ho``shou`; `kaku``ho`|to keep, to preserve, to retain, to sustain, to endure; preservation of health, hygiene, sanitation; maintanence, conservation; conservative party; nursing, nurturing; nursery school, pre-school; after-school childcare; to put on hold, to defer; to confirm something, to guarantee something; to guarantee something; social security; to secure, to obtain|tamo:保つ;ho:保健,保守,保守党,保育,保育園,学童保育,保留,保証,保障,社会保障,確保
守|守る; 守備; 子守; 保守; 保守党; 留守; 攻守|`mamo`ru; `shu``bi`; `ko``mori`; `ho``shu`; `ho``shu``tou`; `ru``su`; `kou``shu`|to protect; defense; babysitter, nanny; maintanence, conservation; conservative party; absence (e.g. being away from home); offense and defense|mamo:守る;shu:守備,保守,保守党,攻守;mori:子守;su:留守
貸|貸す; 貸家; 貸間; 貸与|`ka`su; `kashi``ya`; `kashi``ma`; `tai``yo`|to lend, to loan; house for rent; room for rent; loan, lending|ka:貸す;kashi:貸家,貸間;tai:貸与
蜜|蜜; 蜜月|mitsu; `mitsu``getsu`|nectar, molasses; honeymoon|mitsu:蜜,蜜月
満|満ちる; 満たす; 不満; 未満; 満月; 満足; 満点; 満員; 満塁; 満開; 満席; 肥満; 円満; 満更; 充満; 満場一致; 満喫|`mi`chiru; `mi`tasu; `fu``man`; `mi``man`; `man``getsu`; `man``zoku`; `man``ten`; `man``in`; `man``rui`; `man``kai`; `man``seki`; `hi``man`; `en``man`; `man``zara`; `juu``man`; `man``jou``ic``chi`; `man``kitsu`|to become full, to come to fruition; to fill, to fulfill; dissatisfied; less than, insufficient; full moon; satisfaction; full points; full house, no vacancies; bases loaded; full bloom; full house, all seats occupied; corpulence, obesity; harmonious, peaceful, smooth, complete, perfect; (not) altogether, (not) wholly; being filled with, permeating with; unanimous agreement; enjoying to the max, having one's fill (of food and drink)|mi:満ちる,満たす;man:不満,未満,満月,満足,満点,満員,満塁,満開,満席,肥満,円満,満更,充満,満場一致,満喫
為|為; 行為; 所為; 為す; 為さる; 作為; 無作為; 為替; 人為; 敢為|tame; `kou``i`; `se``i`; `na`su; `na`saru; `saku``i`; `mu``saku``i`; kawase; `jin``i`; `kan``i`|for the benefit of; conduct, acts, deeds; fault, blame (usually written kana alone); to do; to do; artificial, pretence, contrived act (e.g. getting someone to do a crime); at random, unintentional; money order, draft, exchange; human work, artificial; daring|tame:為;i:行為,所為,作為,無作為,人為,敢為;na:為す,為さる;kawase:為替
推|推す; 推理; 推薦; 推挙; 推定; 推量; 推進; 類推; 推移|`o`su; `sui``ri`; `sui``sen`; `sui``kyo`; `sui``tei`; `sui``ryou`; `sui``shin`; `rui``sui`; `sui``i`|to endorse, to recommend; reasoning, deduction; recommendation, referral; nominate, recommend (a person for a position); presumption, assumption, estimation; guess, conjecture; propulsion, drive, promotion (of a policy, project, etc.), advancement, furtherance; analogy, analogical reasoning; transition, change, shift, development|o:推す;sui:推理,推薦,推挙,推定,推量,推進,類推,推移
薦|薦める; 推薦; 自薦|`susu`meru; `sui``sen`; `ji``sen`|to recommend (usually people/goods, not food); recommendation, referral; self-nomination|susu:薦める;sen:推薦,自薦
囲|囲む; 範囲; 囲碁; 腰囲; 包囲; 周囲|`kako`mu; `han``i`; `i``go`; `you``i`; `hou``i`; `shuu``i`|to surround; scope, range; Go game; hip measurement; to encircle, to surround, to seige; surroundings, circumference|kako:囲む;i:範囲,囲碁,腰囲,包囲,周囲
詩|詩; 詩人; 詩集; 詩歌; 英詩|shi; `shi``jin`; `shi``shuu`; `shi``ika`; `ei``shi`|poem; poet; collection of poems; Japanese and Chinese poetry; western poetry|shi:詩,詩人,詩集,詩歌,英詩
雄|雄; 英雄; 雄飛; 雌伏雄飛; 雄大|osu; `ei``yuu`; `yuu``hi`; `shi``fuku``yuu``hi`; `yuu``dai`|male (for animals); hero; launching out, embarking on something with great ambition; biding one's time building up strength till finally grasping an opportunity to launch out and flourish; grand, magnificent, majestic|osu:雄;yuu:英雄,雄飛,雌伏雄飛,雄大
磨|磨く; 研磨; 達磨|`miga`ku; `ken``ma`; `daru``ma`|to polish, to brush (teeth); suru: to grind, to polish; Daruma figure|miga:磨く;ma:研磨,達磨
演|演じる; 講演; 演劇; 演説; 演出; 出演; 公演|`en`jiru; `kou``en`; `en``geki`; `en``zetsu`; `en``shutsu`; `shutsu``en`; `kou``en`|to act/perform; lecture, address, speech; drama, theatre, play; speech, address; direction (of a play, film, etc.); suru: to act/perform (in a play); public performance, exhibition in a foreign country|en:演じる,講演,演劇,演説,演出,出演,公演
駒|駒; 持ち駒; 捨て駒|koma; `mo`chi`goma`; `su`te`goma`|piece (e.g. chess, shogi); captured piece, person held in reserve/available; sacrificial pawn|koma:駒,持ち駒,捨て駒
貪|貪る; 貪欲|`musabo`ru; `don``yoku`|to covet; greed, avarice|musabo:貪る;don:貪欲
租|租税|`so``zei`|taxes, taxation|so:租税
机|机; 机上; 机辺|tsukue; `ki``jou`; `ki``hen`|desk; on the desk; near a desk|tsukue:机;ki:机上,机辺
箱|箱; 箱根|hako; `hako``ne`|box; Hakone (scenic mountain spot near Fuji)|hako:箱,箱根
梨|梨; 山梨|nashi; `yama``nashi`|pear; Yamanashi prefecture|nashi:梨,山梨
択|選択; 採択; 二者択一; 選択科目|`sen``taku`; `sai``taku`; `ni``sha``taku``itsu`; `sen``taku``ka``moku`|choice; adoption, selection; choose between 2 things; elective/optional subject|taku:選択,採択,二者択一,選択科目
相|相手; 相愛; 相応; 相応しい; 首相; 相当; 相変わらず; 真相; 相場; 相応; 相応しい; 宰相|`ai``te`; `sou``ai`; `sou``ou`; fusawashii; `shu``shou`; `sou``tou`; `ai``ka`warazu; `shin``sou`; `sou``ba`; `sou``ou`; fusawashii; `sai``shou`|partner, other person; loving each other; suitable; suitable; prime minister; corresponding, appropriate, suitable, proportionate; as always, as usual; truth, real situation; market price, speculation (e.g. stocks); fitting, befitting; fitting, befitting; prime minister|ai:相手,相変わらず;sou:相愛,相応,相当,真相,相場;fusawashii:相応しい;shou:首相,宰相
陸|陸; 大陸; 着陸; 陸上; 上陸; 内陸; 陸地|riku; `tai``riku`; `chaku``riku`; `riku``jou`; `jou``riku`; `nai``riku`; `riku``chi`|land; continent; landing; land, ground, track-and-field; disembarking, landfall; inland; land|riku:陸,大陸,着陸,陸上,上陸,内陸,陸地
盛|盛ん; 盛; 盛る; 盛々; 盛大; 全盛; 繁盛|`saka`n; sakari; `mo`ru; `mori`mori; `sei``dai`; `zen``sei`; `han``jou`|prosperous, active, popular, lively, thriving; peak (e.g. cherry blossom season), height, prime (of one's life); to fill up, to pile up, to heap, to dish out; keep piling it on, more and more; grand, magnificent, lavish; height of prosperity; prosperity, flourishing, thriving, suru vb|saka:盛ん;sakari:盛;mo:盛る;mori:盛々;sei:盛大,全盛;jou:繁盛
童|童; 童話; 童顔; 学童; 学童保育; 児童; 童心|warabe; `dou``wa`; `dou``gan`; `gaku``dou`; `gaku``dou``ho``iku`; `ji``dou`; `dou``shin`|child; fairy-tale; child-like face; school-child, pupil; after-school childcare; children, juvenile; child's mind|warabe:童;dou:童話,童顔,学童,学童保育,児童,童心
揺|動揺|`dou``you`|children's song, nursery rhyme|you:動揺
田|田; 田畑; 水田; 田舎; 千代田区|ta; `ta``hata`; `sui``den`; inaka; `chi``yo``da``ku`|ricefield; fields for rice/other vegetables; water-filled paddy; rural area; Chiyoda Ward (in Tokyo)|ta:田,田畑,千代田区;den:水田;inaka:田舎
畑|畑; 田畑; 畑地|hatake; `ta``hata`; `hata``chi`|field, garden; fields for rice/other vegetables; farmland|hatake:畑;hata:田畑,畑地
涙|涙; 感涙; 声涙; 催涙|namida; `kan``rui`; `sei``rui`; `sai``rui`|tears; tears from a strong emotion (e.g. gratitude); tearful voice; tear-inducing (e.g. onions, teargas)|namida:涙;rui:感涙,声涙,催涙
膚|完膚|`kan``pu`|unwounded skin (naki made = defeating the enemy thoroughly)|pu:完膚
拙|拙い; 巧拙; 拙速; 拙者; 拙劣|`tsutana`i; `kou``setsu`; `ses``soku`; `ses``sha`; `setsu``retsu`|poor-quality, unskillful, inept, clumsy (反: 巧み); tact, skill, workmanship; rough and ready, splishod, slapdash; myself (humble); badly done, clumsy, unskillful, blundering|tsutana:拙い;setsu:巧拙,拙劣;sextsu:拙速,拙者
劣|劣る; 卑劣; 劣悪; 優劣; 拙劣; 劣勢|`oto`ru; `hi``retsu`; `retsu``aku`; `yuu``retsu`; `setsu``retsu`; `res``sei`|to be inferior to (反: 優れる); cowardly, base, scummy; poor-quality, inferior; relative merits, superiority or inferiority; badly done, clumsy, unskillful, blundering; disadvantaged, inferiority (e.g. in numbers), (反: 優勢)|oto:劣る;retsu:卑劣,劣悪,優劣,拙劣;rextsu:劣勢
脅|脅す; 脅かす; 脅威|`odo`su; `obiya`kasu; `kyou``i`|to threaten; to jeopardize, to endanger, to intimidate, to scare; threat, menace|odo:脅す;obiya:脅かす;kyou:脅威
紡|紡ぐ|`tsumu`gu|to spin (yarn, a tale), to make yarn|tsumu:紡ぐ
宣|宣言; 宣伝; 宣告; 宣戦; 宣戦布告; 宣教; 宣教師; 街宣車|`sen``gen`; `sen``den`; `sen``koku`; `sen``sen`; `sen``sen``fu``koku`; `sen``kyou`; `sen``kyou``shi`; `gai``sen``sha`|declaration, proclomation; publicity, advertising, propoganda, promotion; verdict, sentence, pronouncement; declaration of war; proclomation of war; religious mission; missionary; those annoying political propoganda cars|sen:宣言,宣伝,宣告,宣戦,宣戦布告,宣教,宣教師,街宣車
仕|仕える; 仕事; 仕方; 奉仕|`tsuka`eru; `shi``goto`; `shi``kata`; `hou``shi`|to serve/work under/for; work; way, method, means; church work, service, offering services/goods for free (altruistically)|tsuka:仕える;shi:仕事,仕方,奉仕
筋|筋; 筋肉; 大筋; 背筋; 道筋; 一筋; 血筋|suji; `kin``niku`; `oo``suji`; `se``suji`; `michi``suji`; `hito``suji`; `chi``suji`|muscle, tendon, sinew, artery, story, plot; muscle; outline, summary, gist, basic points; spine, backbone; path, route, itinerary; single-minded, earnest, intent; lineage, strain, descent|suji:筋,大筋,背筋,道筋,一筋,血筋;kin:筋肉
背|背筋; 背中; 背後; 背信; 背教者; 背骨; 背ける|`se``suji`; `se``naka`; `hai``go`; `hai``shin`; `hai``kyou``sha`; `se``bone`; `somu`keru|spine, backbone; back (of the body); behind, rear; betrayal, infidelity; apostates, renegades (of a church); spine, backbone; to avert (one's eyes), to turn your back on|se:背筋,背中,背骨;hai:背後,背信,背教者;somu:背ける
随|随に; 随意; 随分; 随時; 随一; 追随; 随所; 随員; 随行; 随筆|`manima`ni; `zui``i`; `zui``bun`; `zui``ji`; `zui``ichi`; `tsui``zui`; `zui``sho`; `zui``in`; `zui``kou`; `zui``hitsu`|at the mercy of (e.g. the waves), with (e.g. the wind); voluntary, optional, free, elective; quite, fairly, terribly; as needed, whenever necessary; best, greatest, first; following (in the footsteps of), catching up with, coming level with; all over the place, here and there, at every turn; member of an entourage/retinue/party; attendant, follower; essays, miscellaneous writings|manima:随に;zui:随意,随分,随時,随一,追随,随所,随員,随行,随筆
追|追随; 追う; 追撃; 追及|`tsui``zui`; `o`u; `tsui``geki`; `tsui``kyuu`|following (in the footsteps of), catching up with, coming level with; to follow, to pursue; pursuing attack; investigation (e.g. into someone's guilt, into your responsibilities), questioning, pressing|tsui:追随,追撃,追及;o:追う
雌|雌伏; 雌伏雄飛|`shi``fuku`; `shi``fuku``yuu``hi`|lying in wait, submitting at first, waiting for one's chance; biding one's time building up strength till finally grasping an opportunity to launch out and flourish|shi:雌伏,雌伏雄飛
諦|諦める|`akira`meru|to give up|akira:諦める
免|免れる; 免じて; 免許; 免税; 免除; 御免; 免職; 免疫; 減免; 放免|`manuka`reru or `manuga`reru; `men`jite; `men``kyo`; `men``zei`; `men``jo`; `go``men`; `men``shoku`; `men``eki`; `gen``men`; `hou``men`|to be exempted; in consideration of, out of respect for; license, permit; tax exemption; exemption, exoneration, discharge (e.g. getting your debts forgiven); forgive (usu. kana alone); dismissal, sacking; immunity, immunization; reduction and exemption (e.g. taxes); release (from custody), discharge|manuka:免れる;manuga:免れる;men:免じて,免許,免税,免除,御免,免職,免疫,減免,放免
歳|万歳; 歳入; 歳出|`ban``zai`; `sai``nyuu`; `sai``shutsu`|banzai; annual revenue; annual expenditure|sai:万歳,歳入,歳出
院|病院; 美容院; 入院; 退院|`byou``in`; `bi``you``in`; `nyuu``in`; `tai``in`|hospital; beauty parlor; hospitalization; discharging from the hospital|in:病院,美容院,入院,退院
房|房; 文房具; 冷房; 女房; 乳房; 書房|fusa; `bun``bou``gu`; `rei``bou`; `nyou``bou`; `chi``busa`; `sho``bou`|a tuft (of hair), a bundle, a clump, a bunch; stationary; air conditioning, cooling; wife (esp. one's own); breast, udder; library, book store|fusa:房,乳房;bou:文房具,冷房,女房,書房
瞬|瞬く; 瞬く; 瞬間; 瞬時; 一瞬|`matata`ku; `mabata`ku; `shun``kan`; `shun``ji`; `is``shun`|to twinkle/flicker (like a star), to blink; to blink; a moment; instant; for a moment|matata:瞬く;mabata:瞬く;shun:瞬間,瞬時,一瞬
融|融通; 融資; 金融; 融合; 融和; 核融合|`yuu``zuu`; `yuu``shi`; `kin``yuu`; `yuu``gou`; `yuu``wa`; `kaku``yuu``gou`|to lend (e.g. stuff to someone); suru: to finance, to loan; finance, circulating of money; fusion, combination, blending; harmoney, reconcilliation; nuclear fusion|yuu:融通,融資,金融,融合,融和,核融合
崇|崇める; 崇高; 崇敬|`ag`ameru; `suu``kou`; `suu``kei`|to revere, to respect, to worship; sublime, noble, lofty; reverence|axtsu:崇める;suu:崇高,崇敬
勧|勧める; 勧告; 勧業; 勧学|`susu`meru; `kan``koku`; `kan``gyou`; `kan``gaku`|to pursuade/encourage someone towards an action, to recommend a thing; to give advice to, to counsel, to recommend; encouragement of industry; encouragement of learning|susu:勧める;kan:勧告,勧業,勧学
更|更に; 変更; 更ける; 更新; 更正; 更生; 満更; 更改|`sara`ni; `hen``kou`; `fu`keru; `kou``shin`; `kou``sei`; `kou``sei`; `man``zara`; `kou``kai`|furthermore, moreover; change, modification, alteration; to get late/wear on (yoru ga fuketa); renewal, update, replacement, breaking (a record); correction, revision, e.g. setting a child on a better path; revitalizing, getting back up on your feet; (not) altogether, (not) wholly; renewal, extension (e.g. of a legal obligation)|sara:更に,満更;kou:変更,更新,更正,更生,更改;fu:更ける
矛|矛; 矛盾; 矛先|hoko; `mu``jun`; `hoko``saki`|halberd; contradiction, inconsistency; point of a spear, focus/aim (of an attack/criticism)|hoko:矛,矛先;mu:矛盾
盾|矛盾|`mu``jun`|contradiction, inconsistency|jun:矛盾
幾|幾つ; 幾ら; 幾分; 幾何; 幾度; 幾多|`iku`tsu; `iku`ra; `iku``bun`; `ki``ka`; `iku``do`; `iku``ta`|how many, how old (usually written in kana alone); how much (usually written in kana alone); somewhat, to some extant; geometry (幾何学 = the subject of geometry); (how) many times, (how) often); many, numerous|iku:幾つ,幾ら,幾分,幾度,幾多;ki:幾何
何|幾何|`ki``ka`|geometry (幾何学 = the subject of geometry)|ka:幾何
留|留学; 留守; 留める; 留める; 保留; 蒸留; 滞留; 駐留|`ryuu``gaku`; `ru``su`; `to`meru; `todo`meru; `ho``ryuu`; `jou``ryuu`; `tai``ryuu`; `chuu``ryuu`|to study abroad; absence (e.g. being away from home); to keep in place (e.g. my attention); to have someone or something stay put; to put on hold, to defer; distilation; stagnation, standstill, pile-up; stationing (e.g. troops), garrison|ryuu:留学,保留,蒸留,滞留,駐留;ru:留守;to:留める;todo:留める
吸|吸う; 吸収; 吸血鬼|`su`u; `kyuu``shuu`; `kyuu``ketsu``ki`|to inhale, suck, smoke; absorption, suction; vampire|su:吸う;kyuu:吸収,吸血鬼
敢|勇敢; 敢えて; 果敢; 敢行; 敢闘; 敢為|`yuu``kan`; `a`ete; `ka``kan`; `kan``kou`; `kan``tou`; `kan``i`|bravery, boldness; purposefully, intentionally, daringly (usually written in kana alone); resolute, determined, bold; decisively, going through with, daring to do; fighting bravely; daring|kan:勇敢,果敢,敢行,敢闘,敢為;a:敢えて
闘|敢闘|`kan``tou`|fighting bravely|tou:敢闘
穗|穗|ho|ear (e.g. of a rice plant), the tip (of a brush, etc.), crest (of a wave)|ho:穗
穂|穂状; 出穂期; 稲穂; 刈穂; 穂並|`sui``jou`; `shus``sui``ki`; `ina``ho`; `kari``ho`; `ho``nami`|shaped like an ear of grain; sprouting season (of ears of grain); ear (head) of rice; harvested rice ears; rows of grain|sui:穂状,出穂期;ho:稲穂,刈穂,穂並
盆|盆; お盆; 盆地; 覆水盆に返らず|`bon`; o`bon`; `bon``chi`; `fuku``sui``bon`ni`kae`razu|a tray (can be お盆 to be honorable); Obon festival; basin/valley (e.g. between two mountains); can't return spilled water to the tray, what's done is done|bon:盆,お盆,盆地,覆水盆に返らず
返|覆水盆に返らず; 返す; 返事; 返答; 返済; 返還; 寝返る|`fuku``sui``bon`ni`kae`razu; `kae`su; `hen``ji`; `hen``tou`; `hen``sai`; `hen``kan`; `ne``ga`eru|can't return spilled water to the tray, what's done is done; to send back; reply; response; repayment, reimbursement; suru: to return, to restore (to its rightful place); to change sides, to double-cross, to roll over (in bed)|kae:覆水盆に返らず,返す;hen:返事,返答,返済,返還;ga:寝返る
干|若干|`jak``kan`|just a bit, just a touch, just a hair|kan:若干
等|等しい; 平等; 上等; 高等; 対等; 優等生; 一等; 等価; 均等|`hito`shii; `byou``dou`; `jou``tou`; `kou``tou`; `tai``tou`; `yuu``tou``sei`; `it``tou`; `tou``ka`; `kin``tou`|identical, the same, no different; equality; first-class, "Now that's what I'm talking about!"; high class, high grade (高校 is short for 高等学校); on equal footing; honor student (opposite 劣等生); first class; equal value; equal, even, uniform|hito:等しい;tou:平等,上等,高等,対等,優等生,一等,等価,均等
蔵|蔵; 冷蔵庫; 埋蔵; 大蔵省; 所蔵; 内蔵; 地蔵|kura; `rei``zou``ko`; `mai``zou`; `oo``kura``shou`; `sho``zou`; `nai``zou`; `ji``zou`|warehouse, storehouse (sometimes also 倉); refrigerator; burying in the ground; Ministry of Finance; suru: to possess; internal (e.g. mechanisms); the Jizo statue things|kura:蔵,大蔵省;zou:冷蔵庫,埋蔵,所蔵,内蔵,地蔵
叢|叢書|`sou``sho`|a collection of books, personal library|sou:叢書
訪|訪ねる; 訪れる; 訪問; 訪米; 訪日; 訪中; 来訪; 戸別訪問|`tazu`neru; `otozu`reru; `hou``mon`; `hou``bei`; `hou``nichi`; `hou``chuu`; `rai``hou`; `ko``betsu``hou``mon`|to visit, to pay a visit to; to visit; suru: to visit; to visit the US; to visit Japan; to visit China; a visit (from someone); door-to-door visits (e.g. e.g. for canvassing)|tazu:訪ねる;otozu:訪れる;hou:訪問,訪米,訪日,訪中,来訪,戸別訪問
